"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
60607,"Lill-Stutvattnet",7118083.00,655881.00,3835151.00,8,5,8,1,12,"Lill-Stutvattnet_3835151_8","Fredrika",8
60608,"Lill-Sämsjön",7108079.00,595271.00,3835335.00,8,5,23,1,12,"Lill-Sämsjön_3835335_23","Åsele",23
60609,"Lill-Tallberget",7122667.00,596165.00,3835387.00,5,5,23,1,12,"Lill-Tallberget_3835387_23","Åsele",23
60610,"Lill-Tallberget",7122313.00,604064.00,3835388.00,5,5,23,1,12,"Lill-Tallberget_3835388_23","Åsele",23
60611,"Lill-Tallberget",7111464.00,610138.00,3835389.00,5,5,23,1,12,"Lill-Tallberget_3835389_23","Åsele",23
60612,"Lill-Tallberget",7145370.00,623124.00,3835390.00,5,5,23,1,12,"Lill-Tallberget_3835390_23","Åsele",23
60613,"Lill-Tallbergtjärnen",7145713.00,623107.00,3835398.00,8,5,23,1,12,"Lill-Tallbergtjärnen_3835398_23","Åsele",23
60614,"Lilltjärnen",7091072.00,637122.00,3835933.00,8,5,23,1,12,"Lilltjärnen_3835933_23","Åsele",23
60615,"Lilltjärnen",7096665.00,641383.00,3835934.00,8,5,23,1,12,"Lilltjärnen_3835934_23","Åsele",23
60616,"Lilltjärnen",7101606.00,620883.00,3835935.00,8,5,23,1,12,"Lilltjärnen_3835935_23","Åsele",23
60617,"Lilltjärnen",7110684.00,596018.00,3835936.00,8,5,23,1,12,"Lilltjärnen_3835936_23","Åsele",23
60618,"Lilltjärnen",7110854.00,616593.00,3835937.00,8,5,23,1,12,"Lilltjärnen_3835937_23","Åsele",23
60619,"Lilltjärnen",7112922.00,618942.00,3835938.00,8,5,23,1,12,"Lilltjärnen_3835938_23","Åsele",23
60620,"Lilltjärnen",7123706.00,589092.00,3835939.00,8,5,23,1,12,"Lilltjärnen_3835939_23","Åsele",23
60621,"Lilltjärnen",7142073.00,637353.00,3835940.00,8,5,23,1,12,"Lilltjärnen_3835940_23","Åsele",23
60622,"Lilltjärnen",7147954.00,631049.00,3835941.00,8,5,23,1,12,"Lilltjärnen_3835941_23","Åsele",23
60623,"Lilltjärnen",7136970.00,646521.00,3835942.00,8,5,8,1,12,"Lilltjärnen_3835942_8","Fredrika",8
60624,"Lilltjärnmyran",7094570.00,622098.00,3836121.00,4,5,23,1,12,"Lilltjärnmyran_3836121_23","Åsele",23
60625,"Lilltjärnmyran",7112215.00,593461.00,3836122.00,4,5,23,1,12,"Lilltjärnmyran_3836122_23","Åsele",23
60626,"Lill-Trehörningberget",7122993.00,598606.00,3836244.00,5,5,23,1,12,"Lill-Trehörningberget_3836244_23","Åsele",23
60627,"Lill-Trehörningen",7123077.00,597030.00,3836247.00,8,5,23,1,12,"Lill-Trehörningen_3836247_23","Åsele",23
60628,"Lill-Trolltjärnen",7112803.00,680510.00,3836263.00,8,5,8,1,12,"Lill-Trolltjärnen_3836263_8","Fredrika",8
60629,"Lill-Valvattnet",7127108.00,635030.00,3836620.00,8,5,23,1,12,"Lill-Valvattnet_3836620_23","Åsele",23
60630,"Lill-Vammasjön",7123044.00,644053.00,3836624.00,8,5,8,1,12,"Lill-Vammasjön_3836624_8","Fredrika",8
60631,"Lillögda",7139503.00,641140.00,3837675.00,1,5,23,1,12,"Lillögda_3837675_23","Åsele",23
60632,"Lindbergstorpet",7088283.00,622028.00,3838778.00,1,5,23,1,12,"Lindbergstorpet_3838778_23","Åsele",23
60633,"Linmyran",7117968.00,618484.00,3841945.00,4,5,23,1,12,"Linmyran_3841945_23","Åsele",23
60634,"Ljusabborrtjärnen",7124914.00,652820.00,3845482.00,8,5,8,1,12,"Ljusabborrtjärnen_3845482_8","Fredrika",8
60635,"Ljusvattentjärnen",7107526.00,679834.00,3846203.00,8,5,8,1,12,"Ljusvattentjärnen_3846203_8","Fredrika",8
60636,"Ljusvattentjärnen",7117349.00,657216.00,3846204.00,8,5,8,1,12,"Ljusvattentjärnen_3846204_8","Fredrika",8
60637,"Lokbergmyran",7140058.00,594560.00,3847457.00,4,5,23,1,12,"Lokbergmyran_3847457_23","Åsele",23
60638,"Lokholmen",7143087.00,608062.00,3847671.00,5,5,23,1,12,"Lokholmen_3847671_23","Åsele",23
60639,"Lokmyran",7130412.00,626090.00,3847742.00,4,5,23,1,12,"Lokmyran_3847742_23","Åsele",23
60640,"Lokmyran",7110428.00,645062.00,3847743.00,4,5,8,1,12,"Lokmyran_3847743_8","Fredrika",8
60641,"Lokmyrberget",7138924.00,594613.00,3847749.00,5,5,23,1,12,"Lokmyrberget_3847749_23","Åsele",23
60642,"Lomholmen",7114674.00,632794.00,3848142.00,5,5,23,1,12,"Lomholmen_3848142_23","Åsele",23
60643,"Loemenjaevrie",7118952.00,593483.00,3848627.00,1,4,23,1,12,"Loemenjaevrie_3848627_23","Åsele",23
60644,"Lomsjö",7119252.00,593466.00,3848627.00,1,5,23,1,12,"Lomsjö_3848627_23","Åsele",23
60645,"Lomsjöbergsmyran",7108630.00,600078.00,3848636.00,4,5,23,1,12,"Lomsjöbergsmyran_3848636_23","Åsele",23
60646,"Lomsjöklippen",7116518.00,597252.00,3848645.00,5,5,23,1,12,"Lomsjöklippen_3848645_23","Åsele",23
60647,"Lomsjöklippen",7113705.00,597220.00,3848646.00,5,5,23,1,12,"Lomsjöklippen_3848646_23","Åsele",23
60648,"Gurhtiejaevrie",7120840.00,591480.00,3848702.00,8,4,23,1,12,"Gurhtiejaevrie_3848702_23","Åsele",23
60649,"Lomsjön",7120943.00,590864.00,3848702.00,8,5,23,1,12,"Lomsjön_3848702_23","Åsele",23
60650,"Lomtjärnen",7105666.00,628405.00,3849101.00,8,5,23,1,12,"Lomtjärnen_3849101_23","Åsele",23
60651,"Lomtjärnen",7123310.00,633272.00,3849102.00,8,5,23,1,12,"Lomtjärnen_3849102_23","Åsele",23
60652,"Lomtjärnen",7136926.00,622766.00,3849103.00,8,5,23,1,12,"Lomtjärnen_3849103_23","Åsele",23
60653,"Lomtjärnen",7108683.00,680755.00,3849104.00,8,5,8,1,12,"Lomtjärnen_3849104_8","Fredrika",8
60654,"Lomtjärnen",7122076.00,642825.00,3849105.00,8,5,8,1,12,"Lomtjärnen_3849105_8","Fredrika",8
60655,"Lomtjärnen",7132825.00,657814.00,3849106.00,8,5,8,1,12,"Lomtjärnen_3849106_8","Fredrika",8
60656,"Lubbliden",7117669.00,676770.00,3850625.00,5,5,8,1,12,"Lubbliden_3850625_8","Fredrika",8
60657,"Lubblidtjärnen",7118772.00,675730.00,3850626.00,8,5,8,1,12,"Lubblidtjärnen_3850626_8","Fredrika",8
60658,"Ludvigsmyran",7117978.00,648835.00,3850829.00,4,5,8,1,12,"Ludvigsmyran_3850829_8","Fredrika",8
60659,"Lugnvik",7100571.00,624003.00,3851856.00,5,5,23,1,12,"Lugnvik_3851856_23","Åsele",23
60660,"Lunatmyran",7106085.00,642690.00,3852236.00,4,5,23,1,12,"Lunatmyran_3852236_23","Åsele",23
60661,"Lusnäset",7101128.00,622439.00,3855519.00,5,5,23,1,12,"Lusnäset_3855519_23","Åsele",23
60662,"Lutsjön",7110736.00,662130.00,3856215.00,8,5,8,1,12,"Lutsjön_3856215_8","Fredrika",8
60663,"Lyvikberget",7102162.00,603026.00,3858362.00,5,5,23,1,12,"Lyvikberget_3858362_23","Åsele",23
60664,"Lyvikmyran",7102389.00,604234.00,3858364.00,4,5,23,1,12,"Lyvikmyran_3858364_23","Åsele",23
60665,"Långberget",7100973.00,633544.00,3859576.00,5,5,23,1,12,"Långberget_3859576_23","Åsele",23
60666,"Långberget",7096832.00,634687.00,3859577.00,5,5,23,1,12,"Långberget_3859577_23","Åsele",23
60667,"Långbäcken",7141239.00,650467.00,3859994.00,1,5,8,1,12,"Långbäcken_3859994_8","Fredrika",8
60668,"Långholmen",7112216.00,617171.00,3862190.00,5,5,23,1,12,"Långholmen_3862190_23","Åsele",23
60669,"Långholmen",7088514.00,622453.00,3862191.00,5,5,23,1,12,"Långholmen_3862191_23","Åsele",23
60670,"Långholmen",7133913.00,628154.00,3862192.00,5,5,23,1,12,"Långholmen_3862192_23","Åsele",23
60671,"Långholmen",7112287.00,654730.00,3862193.00,5,5,8,1,12,"Långholmen_3862193_8","Fredrika",8
60672,"Långmyran",7088496.00,624928.00,3863977.00,4,5,23,1,12,"Långmyran_3863977_23","Åsele",23
60673,"Långmyran",7092381.00,622032.00,3863978.00,4,5,23,1,12,"Långmyran_3863978_23","Åsele",23
60674,"Långmyran",7092914.00,624262.00,3863979.00,4,5,23,1,12,"Långmyran_3863979_23","Åsele",23
60675,"Långmyran",7093604.00,646743.00,3863980.00,4,5,23,1,12,"Långmyran_3863980_23","Åsele",23
60676,"Långmyran",7093739.00,595209.00,3863981.00,4,5,23,1,12,"Långmyran_3863981_23","Åsele",23
60677,"Långmyran",7101899.00,634187.00,3863982.00,4,5,23,1,12,"Långmyran_3863982_23","Åsele",23
60678,"Långmyran",7103743.00,602730.00,3863983.00,4,5,23,1,12,"Långmyran_3863983_23","Åsele",23
60679,"Långmyran",7103743.00,631164.00,3863984.00,4,5,23,1,12,"Långmyran_3863984_23","Åsele",23
60680,"Långmyran",7107239.00,601037.00,3863985.00,4,5,23,1,12,"Långmyran_3863985_23","Åsele",23
60681,"Långmyran",7113131.00,590360.00,3863986.00,4,5,23,1,12,"Långmyran_3863986_23","Åsele",23
60682,"Långmyran",7113218.00,626790.00,3863987.00,4,5,23,1,12,"Långmyran_3863987_23","Åsele",23
60683,"Långmyran",7119495.00,624902.00,3863988.00,4,5,23,1,12,"Långmyran_3863988_23","Åsele",23
60684,"Långmyran",7123242.00,590580.00,3863989.00,4,5,23,1,12,"Långmyran_3863989_23","Åsele",23
60685,"Långmyran",7126274.00,586569.00,3863990.00,4,5,23,1,12,"Långmyran_3863990_23","Åsele",23
60686,"Långmyran",7128716.00,612570.00,3863991.00,4,5,23,1,12,"Långmyran_3863991_23","Åsele",23
60687,"Långmyran",7136457.00,628424.00,3863992.00,4,5,23,1,12,"Långmyran_3863992_23","Åsele",23
60688,"Långmyran",7139246.00,595684.00,3863993.00,4,5,23,1,12,"Långmyran_3863993_23","Åsele",23
60689,"Långmyran",7139776.00,602040.00,3863994.00,4,5,23,1,12,"Långmyran_3863994_23","Åsele",23
60690,"Långmyran",7140253.00,604041.00,3863995.00,4,5,23,1,12,"Långmyran_3863995_23","Åsele",23
60691,"Långmyran",7139701.00,646485.00,3863996.00,4,5,8,1,12,"Långmyran_3863996_8","Fredrika",8
60692,"Långmyran",7143322.00,656043.00,3863997.00,4,5,8,1,12,"Långmyran_3863997_8","Fredrika",8
60693,"Långmyrberget",7106920.00,599899.00,3864437.00,5,5,23,1,12,"Långmyrberget_3864437_23","Åsele",23
60694,"Långmyrtjärnen",7093415.00,634557.00,3864923.00,8,5,23,1,12,"Långmyrtjärnen_3864923_23","Åsele",23
60695,"Långmyråsen",7116126.00,587282.00,3864969.00,5,5,23,1,12,"Långmyråsen_3864969_23","Åsele",23
60696,"Lång-Rödmossamyran",7125154.00,600778.00,3865575.00,4,5,23,1,12,"Lång-Rödmossamyran_3865575_23","Åsele",23
