"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
217,"Asskavárrie",7319725.00,622260.00,3440460.00,5,7,1,2,1,"Asskavárrie_3440460_1","Arjeplog",1
218,"Aspberg",7305924.00,633453.00,3441216.00,1,5,1,2,1,"Aspberg_3441216_1","Arjeplog",1
219,"Aspnäs",7344582.00,602522.00,3442503.00,1,5,1,2,1,"Aspnäs_3442503_1","Arjeplog",1
220,"Aspselet",7302668.00,628977.00,3442555.00,8,5,1,2,1,"Aspselet_3442555_1","Arjeplog",1
221,"Ássjátjluokta",7330240.00,604624.00,3443129.00,6,2,1,2,1,"Ássjátjluokta_3443129_1","Arjeplog",1
222,"Axelsta",7283235.00,630577.00,3444690.00,1,5,1,2,1,"Axelsta_3444690_1","Arjeplog",1
223,"Badarvikudden",7289871.00,642557.00,3447573.00,5,5,1,2,1,"Badarvikudden_3447573_1","Arjeplog",1
224,"Bajep Juvtas",7346513.00,598918.00,3448627.00,8,2,1,2,1,"Bajep Juvtas_3448627_1","Arjeplog",1
225,"Västra Jutis",7347339.00,599903.00,3448627.00,8,5,1,2,1,"Västra Jutis_3448627_1","Arjeplog",1
226,"Bajepjávrátj",7361397.00,622465.00,3448629.00,8,2,1,2,1,"Bajepjávrátj_3448629_1","Arjeplog",1
227,"Baktasknösen",7307666.00,632456.00,3448961.00,5,5,1,2,1,"Baktasknösen_3448961_1","Arjeplog",1
228,"Badje-Bieljávrre",7357593.00,583106.00,3449231.00,8,2,1,2,1,"Badje-Bieljávrre_3449231_1","Arjeplog",1
229,"Balkisberg",7299176.00,623404.00,3449380.00,1,5,1,2,1,"Balkisberg_3449380_1","Arjeplog",1
230,"Ballarholmen",7294827.00,622846.00,3449432.00,5,5,1,2,1,"Ballarholmen_3449432_1","Arjeplog",1
231,"Bállasjávrre",7374793.00,570235.00,3449436.00,8,2,1,2,1,"Bállasjávrre_3449436_1","Arjeplog",1
232,"Bállasluokta",7374629.00,568092.00,3449439.00,6,2,1,2,1,"Bállasluokta_3449439_1","Arjeplog",1
233,"Bállasluokta",7373376.00,569627.00,3449444.00,1,2,1,2,1,"Bállasluokta_3449444_1","Arjeplog",1
234,"Ballastviken",7373714.00,571203.00,3449444.00,1,5,1,2,1,"Ballastviken_3449444_1","Arjeplog",1
235,"Bállek",7334404.00,647510.00,3449455.00,5,2,1,2,1,"Bállek_3449455_1","Arjeplog",1
236,"Bandholmen",7323509.00,633500.00,3449766.00,5,5,1,2,1,"Bandholmen_3449766_1","Arjeplog",1
237,"Bárggá",7376840.00,571651.00,3450319.00,5,2,1,2,1,"Bárggá_3450319_1","Arjeplog",1
238,"Bárgájávrre",7360625.00,578532.00,3450320.00,8,2,1,2,1,"Bárgájávrre_3450320_1","Arjeplog",1
239,"Bárgátjåhkkå",7361585.00,577016.00,3450321.00,5,2,1,2,1,"Bárgátjåhkkå_3450321_1","Arjeplog",1
240,"Barturtjägge",7376372.00,616807.00,3451287.00,5,2,1,2,1,"Barturtjägge_3451287_1","Arjeplog",1
241,"Barturtválle",7378578.00,616489.00,3451288.00,5,2,1,2,1,"Barturtválle_3451288_1","Arjeplog",1
242,"Bassatjärnen",7346095.00,609350.00,3451525.00,8,5,1,2,1,"Bassatjärnen_3451525_1","Arjeplog",1
243,"Bassaviken",7346723.00,608784.00,3451526.00,6,5,1,2,1,"Bassaviken_3451526_1","Arjeplog",1
244,"Bassegielas",7340502.00,607299.00,3451534.00,5,2,1,2,1,"Bassegielas_3451534_1","Arjeplog",1
245,"Basseviken",7334704.00,610437.00,3451543.00,6,5,1,2,1,"Basseviken_3451543_1","Arjeplog",1
246,"Basseluokta",7334645.00,610438.00,3451543.00,6,7,1,2,1,"Basseluokta_3451543_1","Arjeplog",1
247,"Batsakholmen",7296882.00,648144.00,3452980.00,5,5,1,2,1,"Batsakholmen_3452980_1","Arjeplog",1
248,"Báhtsaksuoluoj",7296846.00,648150.00,3452980.00,5,7,1,2,1,"Báhtsaksuoluoj_3452980_1","Arjeplog",1
249,"Batsaksundet",7297253.00,648223.00,3452981.00,6,5,1,2,1,"Batsaksundet_3452981_1","Arjeplog",1
250,"Badtsavárrie",7299752.00,623757.00,3453013.00,5,7,1,2,1,"Badtsavárrie_3453013_1","Arjeplog",1
251,"Bejtmeholmen",7324912.00,627310.00,3453313.00,5,5,1,2,1,"Bejtmeholmen_3453313_1","Arjeplog",1
252,"Bellonäs",7312415.00,630288.00,3453433.00,1,5,1,2,1,"Bellonäs_3453433_1","Arjeplog",1
253,"Beälluonjuönies",7312533.00,631659.00,3453433.00,1,7,1,2,1,"Beälluonjuönies_3453433_1","Arjeplog",1
254,"Bergholmen",7345166.00,619928.00,3456946.00,5,5,1,2,1,"Bergholmen_3456946_1","Arjeplog",1
255,"Bergnäs-Mjeltik",7285606.00,637303.00,3457925.00,4,5,1,2,1,"Bergnäs-Mjeltik_3457925_1","Arjeplog",1
256,"Mieltiekgielas",7285549.00,637316.00,3457925.00,4,7,1,2,1,"Mieltiekgielas_3457925_1","Arjeplog",1
257,"Bergnäsudden",7288607.00,645677.00,3457932.00,1,5,1,2,1,"Bergnäsudden_3457932_1","Arjeplog",1
258,"Njuöniesvárrie",7288533.00,645680.00,3457932.00,1,7,1,2,1,"Njuöniesvárrie_3457932_1","Arjeplog",1
259,"Bergnäsviken",7366320.00,643349.00,3457937.00,1,5,1,2,1,"Bergnäsviken_3457937_1","Arjeplog",1
260,"Luovvaluokta",7366502.00,642866.00,3457939.00,6,2,1,2,1,"Luovvaluokta_3457939_1","Arjeplog",1
261,"Bergnäsviken",7366603.00,642305.00,3457939.00,8,5,1,2,1,"Bergnäsviken_3457939_1","Arjeplog",1
262,"Bergåker",7296200.00,637568.00,3459984.00,1,5,1,2,1,"Bergåker_3459984_1","Arjeplog",1
263,"Bieljatj",7316236.00,650012.00,3461285.00,5,7,1,2,1,"Bieljatj_3461285_1","Arjeplog",1
264,"Bientjeberget",7301076.00,624260.00,3461312.00,5,5,1,2,1,"Bientjeberget_3461312_1","Arjeplog",1
265,"Biesojávrre",7376019.00,567822.00,3461324.00,8,2,1,2,1,"Biesojávrre_3461324_1","Arjeplog",1
266,"Biessejávrre",7356055.00,582025.00,3461325.00,8,2,1,2,1,"Biessejávrre_3461325_1","Arjeplog",1
267,"Biessejávrre",7362932.00,616113.00,3461326.00,8,2,1,2,1,"Biessejávrre_3461326_1","Arjeplog",1
268,"Biessetjavelg",7354841.00,585093.00,3461328.00,5,2,1,2,1,"Biessetjavelg_3461328_1","Arjeplog",1
269,"Biessetjavelk",7354204.00,586475.00,3461329.00,5,2,1,2,1,"Biessetjavelk_3461329_1","Arjeplog",1
270,"Biessetjärnen",7358395.00,595257.00,3461333.00,8,5,1,2,1,"Biessetjärnen_3461333_1","Arjeplog",1
271,"Bietsasjávrre",7363253.00,635003.00,3461424.00,8,2,1,2,1,"Bietsasjávrre_3461424_1","Arjeplog",1
272,"Biehtsegietjejávrátj",7373148.00,588616.00,3461425.00,8,2,1,2,1,"Biehtsegietjejávrátj_3461425_1","Arjeplog",1
273,"Bietsek",7354124.00,571553.00,3461427.00,8,2,1,2,1,"Bietsek_3461427_1","Arjeplog",1
274,"Bietsitj",7360269.00,561268.00,3461430.00,8,2,1,2,1,"Bietsitj_3461430_1","Arjeplog",1
275,"Bietsasvárátj",7363413.00,632716.00,3461431.00,5,2,1,2,1,"Bietsasvárátj_3461431_1","Arjeplog",1
276,"Biettaudden",7333100.00,635379.00,3461432.00,5,5,1,2,1,"Biettaudden_3461432_1","Arjeplog",1
277,"Biksaluokta",7345361.00,600517.00,3461525.00,6,2,1,2,1,"Biksaluokta_3461525_1","Arjeplog",1
278,"Biksviken",7345431.00,600525.00,3461525.00,6,5,1,2,1,"Biksviken_3461525_1","Arjeplog",1
279,"Biud",7300978.00,629554.00,3462749.00,8,5,1,2,1,"Biud_3462749_1","Arjeplog",1
280,"Bjäksholmarna",7312188.00,625307.00,3463652.00,5,5,1,2,1,"Bjäksholmarna_3463652_1","Arjeplog",1
281,"Bjäksjön",7305213.00,623392.00,3463653.00,8,5,1,2,1,"Bjäksjön_3463653_1","Arjeplog",1
282,"Bjättarudden",7297623.00,646272.00,3464651.00,5,5,1,2,1,"Bjättarudden_3464651_1","Arjeplog",1
283,"Björkberget",7326507.00,652795.00,3465211.00,5,5,1,2,1,"Björkberget_3465211_1","Arjeplog",1
284,"Björkhamra",7329063.00,632939.00,3467806.00,1,5,1,2,1,"Björkhamra_3467806_1","Arjeplog",1
285,"Björkholmarna",7323940.00,633023.00,3467950.00,5,5,1,2,1,"Björkholmarna_3467950_1","Arjeplog",1
286,"Björkholmen",7341751.00,624610.00,3468217.00,5,5,1,2,1,"Björkholmen_3468217_1","Arjeplog",1
287,"Björkholmen",7295102.00,642093.00,3468218.00,5,5,1,2,1,"Björkholmen_3468218_1","Arjeplog",1
288,"Björkholmstjärnen",7297458.00,617818.00,3468289.00,8,5,1,2,1,"Björkholmstjärnen_3468289_1","Arjeplog",1
289,"Björklund",7342051.00,602015.00,3469110.00,1,5,1,2,1,"Björklund_3469110_1","Arjeplog",1
290,"Björknäs",7317321.00,654265.00,3469681.00,1,5,1,2,1,"Björknäs_3469681_1","Arjeplog",1
291,"Björkudden",7340727.00,626932.00,3470515.00,1,5,1,2,1,"Björkudden_3470515_1","Arjeplog",1
292,"Björkudden",7315546.00,621777.00,3470587.00,5,5,1,2,1,"Björkudden_3470587_1","Arjeplog",1
293,"Björkudden",7280152.00,643139.00,3470588.00,5,5,1,2,1,"Björkudden_3470588_1","Arjeplog",1
294,"Björkuddmyran",7279940.00,643008.00,3470607.00,4,5,1,2,1,"Björkuddmyran_3470607_1","Arjeplog",1
295,"Björna",7323353.00,643024.00,3471525.00,1,5,1,2,1,"Björna_3471525_1","Arjeplog",1
296,"Björnberget",7339805.00,597944.00,3472050.00,5,5,1,2,1,"Björnberget_3472050_1","Arjeplog",1
297,"Björnberget",7337147.00,631792.00,3472051.00,5,5,1,2,1,"Björnberget_3472051_1","Arjeplog",1
298,"Björnmyran",7287981.00,621244.00,3474180.00,4,5,1,2,1,"Björnmyran_3474180_1","Arjeplog",1
299,"Björnmyran",7291728.00,616013.00,3474181.00,4,5,1,2,1,"Björnmyran_3474181_1","Arjeplog",1
300,"Björntjärnen",7336116.00,602891.00,3475019.00,8,5,1,2,1,"Björntjärnen_3475019_1","Arjeplog",1
301,"Bletiktjärnen",7287045.00,642397.00,3477692.00,8,5,1,2,1,"Bletiktjärnen_3477692_1","Arjeplog",1
302,"Bletikudden",7285861.00,642241.00,3477693.00,5,5,1,2,1,"Bletikudden_3477693_1","Arjeplog",1
303,"Blieđiekenjuönies",7286367.00,642336.00,3477693.00,5,7,1,2,1,"Blieđiekenjuönies_3477693_1","Arjeplog",1
304,"Bletikviken",7285848.00,642658.00,3477694.00,6,5,1,2,1,"Bletikviken_3477694_1","Arjeplog",1
305,"Pluovek",7363001.00,565367.00,3479039.00,8,2,1,2,1,"Pluovek_3479039_1","Arjeplog",1
306,"Blyuddberget",7349263.00,579847.00,3479157.00,5,5,1,2,1,"Blyuddberget_3479157_1","Arjeplog",1
307,"Bockholmen",7298382.00,642014.00,3482705.00,5,5,1,2,1,"Bockholmen_3482705_1","Arjeplog",1
308,"Bockholmen",7296327.00,649709.00,3482706.00,5,5,1,2,1,"Bockholmen_3482706_1","Arjeplog",1
309,"Bodberget",7296026.00,655827.00,3484014.00,5,5,1,2,1,"Bodberget_3484014_1","Arjeplog",1
310,"Buovđđavárátje",7295894.00,656489.00,3484014.00,5,7,1,2,1,"Buovđđavárátje_3484014_1","Arjeplog",1
311,"Bodholmen",7364182.00,588929.00,3484268.00,5,5,1,2,1,"Bodholmen_3484268_1","Arjeplog",1
312,"Bodudden",7283287.00,643755.00,3484977.00,5,5,1,2,1,"Bodudden_3484977_1","Arjeplog",1
313,"Bodviken",7295288.00,655792.00,3485097.00,8,5,1,2,1,"Bodviken_3485097_1","Arjeplog",1
314,"Buvdiemåhkkie",7295238.00,655820.00,3485097.00,8,7,1,2,1,"Buvdiemåhkkie_3485097_1","Arjeplog",1
315,"Bomsundet",7305187.00,628916.00,3487927.00,6,5,1,2,1,"Bomsundet_3487927_1","Arjeplog",1
316,"Boudden",7312517.00,624786.00,3492635.00,5,5,1,2,1,"Boudden_3492635_1","Arjeplog",1
317,"Brattforsmyran",7285876.00,643709.00,3494634.00,4,5,1,2,1,"Brattforsmyran_3494634_1","Arjeplog",1
318,"Bredträsk",7320330.00,641946.00,3496796.00,8,5,1,2,1,"Bredträsk_3496796_1","Arjeplog",1
319,"Gåbdåluokta",7362815.00,595809.00,3496969.00,1,2,1,2,1,"Gåbdåluokta_3496969_1","Arjeplog",1
320,"Bredviken",7363229.00,597015.00,3496969.00,1,5,1,2,1,"Bredviken_3496969_1","Arjeplog",1
321,"Bredviken",7280027.00,646244.00,3497058.00,6,5,1,2,1,"Bredviken_3497058_1","Arjeplog",1
322,"Bredviken",7297829.00,647920.00,3497059.00,6,5,1,2,1,"Bredviken_3497059_1","Arjeplog",1
323,"Bredviken",7316900.00,633704.00,3497060.00,6,5,1,2,1,"Bredviken_3497060_1","Arjeplog",1
324,"Bredviktjärnen",7334151.00,622808.00,3497133.00,8,5,1,2,1,"Bredviktjärnen_3497133_1","Arjeplog",1
325,"Gåbdåluoktnjárgga",7363682.00,596047.00,3497136.00,5,2,1,2,1,"Gåbdåluoktnjárgga_3497136_1","Arjeplog",1
326,"Bredvikudden",7363708.00,595871.00,3497136.00,5,5,1,2,1,"Bredvikudden_3497136_1","Arjeplog",1
327,"Bruksberget",7354561.00,574079.00,3502010.00,5,5,1,2,1,"Bruksberget_3502010_1","Arjeplog",1
328,"Brånaberget",7292610.00,627537.00,3504514.00,5,5,1,2,1,"Brånaberget_3504514_1","Arjeplog",1
329,"Buölliemvárrie",7293159.00,627573.00,3504514.00,5,7,1,2,1,"Buölliemvárrie_3504514_1","Arjeplog",1
330,"Brädkåtamyran",7289724.00,620577.00,3506299.00,5,5,1,2,1,"Brädkåtamyran_3506299_1","Arjeplog",1
331,"Brändberget",7326954.00,653768.00,3506607.00,5,5,1,2,1,"Brändberget_3506607_1","Arjeplog",1
332,"Brändholmarna",7295438.00,651516.00,3506861.00,5,5,1,2,1,"Brändholmarna_3506861_1","Arjeplog",1
333,"Brändholmen",7365305.00,625687.00,3506872.00,5,5,1,2,1,"Brändholmen_3506872_1","Arjeplog",1
334,"Brändholmen",7296054.00,641835.00,3506873.00,5,5,1,2,1,"Brändholmen_3506873_1","Arjeplog",1
335,"Brändholmen",7297431.00,648411.00,3506874.00,5,5,1,2,1,"Brändholmen_3506874_1","Arjeplog",1
336,"Brändudden",7322864.00,646241.00,3506993.00,1,5,1,2,1,"Brändudden_3506993_1","Arjeplog",1
337,"Brändudden",7328837.00,642543.00,3507000.00,5,5,1,2,1,"Brändudden_3507000_1","Arjeplog",1
338,"Brännbacken",7290936.00,630922.00,3507565.00,1,5,1,2,1,"Brännbacken_3507565_1","Arjeplog",1
339,"Brännberget",7357454.00,601209.00,3507730.00,5,5,1,2,1,"Brännberget_3507730_1","Arjeplog",1
340,"Brännberget",7347118.00,622027.00,3507731.00,5,5,1,2,1,"Brännberget_3507731_1","Arjeplog",1
341,"Brännberget",7284893.00,646752.00,3507732.00,5,5,1,2,1,"Brännberget_3507732_1","Arjeplog",1
342,"Brännholmen",7313817.00,625970.00,3508454.00,5,5,1,2,1,"Brännholmen_3508454_1","Arjeplog",1
343,"Brännäs",7299997.00,627783.00,3510020.00,1,5,1,2,1,"Brännäs_3510020_1","Arjeplog",1
344,"Bukt",7335748.00,622680.00,3511636.00,1,5,1,2,1,"Bukt_3511636_1","Arjeplog",1
345,"Buktholmen",7339018.00,620699.00,3511657.00,5,5,1,2,1,"Buktholmen_3511657_1","Arjeplog",1
346,"Bumba",7374790.00,576282.00,3512058.00,8,2,1,2,1,"Bumba_3512058_1","Arjeplog",1
347,"Buovdaktjärnen",7351234.00,587674.00,3512381.00,8,5,1,2,1,"Buovdaktjärnen_3512381_1","Arjeplog",1
348,"Buovddagasska",7354805.00,621874.00,3512402.00,5,2,1,2,1,"Buovddagasska_3512402_1","Arjeplog",1
349,"Burmansavan",7289904.00,621033.00,3512619.00,8,5,1,2,1,"Burmansavan_3512619_1","Arjeplog",1
350,"Burmansmyran",7286745.00,622740.00,3512627.00,4,5,1,2,1,"Burmansmyran_3512627_1","Arjeplog",1
351,"Båjmátjgurra",7385201.00,562891.00,3516587.00,5,2,1,2,1,"Båjmátjgurra_3516587_1","Arjeplog",1
352,"Båksåviera",7374069.00,619096.00,3516608.00,5,2,1,2,1,"Båksåviera_3516608_1","Arjeplog",1
353,"Buoldagiehtje",7377487.00,578503.00,3516844.00,5,2,1,2,1,"Buoldagiehtje_3516844_1","Arjeplog",1
354,"Båtsjaur",7328281.00,605057.00,3517818.00,1,5,1,2,1,"Båtsjaur_3517818_1","Arjeplog",1
355,"Båsjargŋa",7328065.00,606736.00,3517818.00,1,7,1,2,1,"Båsjargŋa_3517818_1","Arjeplog",1
356,"Båtsjaur",7327636.00,604837.00,3517820.00,8,5,1,2,1,"Båtsjaur_3517820_1","Arjeplog",1
357,"Båtsträsk",7321962.00,608917.00,3518048.00,8,5,1,2,1,"Båtsträsk_3518048_1","Arjeplog",1
358,"Bäckaskog",7342253.00,616503.00,3519032.00,1,5,1,2,1,"Bäckaskog_3519032_1","Arjeplog",1
359,"Bäckholm",7297808.00,630450.00,3520139.00,1,5,1,2,1,"Bäckholm_3520139_1","Arjeplog",1
360,"Bäckmyran",7287761.00,626714.00,3520480.00,4,5,1,2,1,"Bäckmyran_3520480_1","Arjeplog",1
361,"Bäcktjärnen",7317367.00,625362.00,3520980.00,8,5,1,2,1,"Bäcktjärnen_3520980_1","Arjeplog",1
362,"Bärdnatjavdda",7366922.00,621230.00,3522017.00,5,2,1,2,1,"Bärdnatjavdda_3522017_1","Arjeplog",1
363,"Bärdnaålgátj",7360587.00,620740.00,3522018.00,5,2,1,2,1,"Bärdnaålgátj_3522018_1","Arjeplog",1
364,"Bärholmen",7298180.00,642368.00,3522081.00,5,5,1,2,1,"Bärholmen_3522081_1","Arjeplog",1
365,"Bärholmen",7298819.00,653123.00,3522082.00,5,5,1,2,1,"Bärholmen_3522082_1","Arjeplog",1
366,"Vaddnemsuolo",7352707.00,569780.00,3522623.00,1,2,1,2,1,"Vaddnemsuolo_3522623_1","Arjeplog",1
367,"Bäverholmen",7352720.00,569779.00,3522623.00,1,5,1,2,1,"Bäverholmen_3522623_1","Arjeplog",1
368,"Bäversjön",7347125.00,575642.00,3522798.00,8,5,1,2,1,"Bäversjön_3522798_1","Arjeplog",1
369,"Vadniemjávrrie",7347359.00,576522.00,3522798.00,8,7,1,2,1,"Vadniemjávrrie_3522798_1","Arjeplog",1
370,"Bävertjärnen",7332396.00,645731.00,3522837.00,8,5,1,2,1,"Bävertjärnen_3522837_1","Arjeplog",1
371,"Dadnjaktjärnen",7325573.00,605761.00,3525760.00,8,5,1,2,1,"Dadnjaktjärnen_3525760_1","Arjeplog",1
372,"Dádnavárddo",7369612.00,562324.00,3525761.00,5,2,1,2,1,"Dádnavárddo_3525761_1","Arjeplog",1
373,"Dádtjabákttie",7289274.00,619658.00,3525762.00,5,7,1,2,1,"Dádtjabákttie_3525762_1","Arjeplog",1
374,"Dainak",7328235.00,615972.00,3526214.00,1,5,1,2,1,"Dainak_3526214_1","Arjeplog",1
375,"Dájnak",7327890.00,615185.00,3526214.00,1,7,1,2,1,"Dájnak_3526214_1","Arjeplog",1
376,"Dájnak",7329055.00,614267.00,3526224.00,8,7,1,2,1,"Dájnak_3526224_1","Arjeplog",1
377,"Dalberget",7334719.00,629300.00,3526807.00,1,5,1,2,1,"Dalberget_3526807_1","Arjeplog",1
378,"Dalklocktjärnen",7333296.00,639428.00,3528332.00,8,5,1,2,1,"Dalklocktjärnen_3528332_1","Arjeplog",1
379,"Dalvas",7295646.00,620875.00,3529435.00,5,7,1,2,1,"Dalvas_3529435_1","Arjeplog",1
380,"Dalvastjärnen",7297781.00,625131.00,3529443.00,8,5,1,2,1,"Dalvastjärnen_3529443_1","Arjeplog",1
381,"Dalvasjávrátje",7297741.00,625129.00,3529443.00,8,7,1,2,1,"Dalvasjávrátje_3529443_1","Arjeplog",1
382,"Dalveholmen",7323806.00,621605.00,3529444.00,5,5,1,2,1,"Dalveholmen_3529444_1","Arjeplog",1
383,"Dalveluoktholmen",7290044.00,645543.00,3529446.00,5,5,1,2,1,"Dalveluoktholmen_3529446_1","Arjeplog",1
384,"Dalveluoktudden",7289746.00,645558.00,3529447.00,5,5,1,2,1,"Dalveluoktudden_3529447_1","Arjeplog",1
385,"Dammsjöberget",7349385.00,587157.00,3531026.00,5,5,1,2,1,"Dammsjöberget_3531026_1","Arjeplog",1
386,"Dammsjön",7348595.00,585707.00,3531135.00,8,5,1,2,1,"Dammsjön_3531135_1","Arjeplog",1
387,"Dammtjärnen",7305893.00,618020.00,3531443.00,8,5,1,2,1,"Dammtjärnen_3531443_1","Arjeplog",1
388,"Darvik",7343579.00,607902.00,3532813.00,8,2,1,2,1,"Darvik_3532813_1","Arjeplog",1
389,"Dádtjá",7289155.00,619655.00,3532838.00,5,7,1,2,1,"Dádtjá_3532838_1","Arjeplog",1
390,"Davids-Rismyran",7282898.00,629492.00,3532941.00,4,5,1,2,1,"Davids-Rismyran_3532941_1","Arjeplog",1
391,"Davikholmarna",7338714.00,624546.00,3532969.00,5,5,1,2,1,"Davikholmarna_3532969_1","Arjeplog",1
392,"Dällávrre",7326133.00,640078.00,3533911.00,1,2,1,2,1,"Dällávrre_3533911_1","Arjeplog",1
393,"Dellaur",7326179.00,640081.00,3533911.00,1,5,1,2,1,"Dellaur_3533911_1","Arjeplog",1
394,"Dellaurviken",7328778.00,639604.00,3533914.00,6,5,1,2,1,"Dellaurviken_3533914_1","Arjeplog",1
395,"Didnok",7352135.00,591218.00,3534308.00,5,5,1,2,1,"Didnok_3534308_1","Arjeplog",1
396,"Dikesmyran",7297271.00,612056.00,3534675.00,4,5,1,2,1,"Dikesmyran_3534675_1","Arjeplog",1
397,"Dikmyran",7285083.00,632682.00,3534710.00,4,5,1,2,1,"Dikmyran_3534710_1","Arjeplog",1
398,"Dippasfjärden",7295843.00,648278.00,3534987.00,8,5,1,2,1,"Dippasfjärden_3534987_1","Arjeplog",1
399,"Dihpásjargŋa",7295752.00,648278.00,3534987.00,8,7,1,2,1,"Dihpásjargŋa_3534987_1","Arjeplog",1
400,"Dippassundet",7294452.00,647419.00,3534988.00,6,5,1,2,1,"Dippassundet_3534988_1","Arjeplog",1
401,"Dihpástjålbmie",7294393.00,647436.00,3534988.00,6,7,1,2,1,"Dihpástjålbmie_3534988_1","Arjeplog",1
402,"Dippasviken",7294790.00,648875.00,3534989.00,6,5,1,2,1,"Dippasviken_3534989_1","Arjeplog",1
403,"Dihpásluoktta",7294725.00,648872.00,3534989.00,6,7,1,2,1,"Dihpásluoktta_3534989_1","Arjeplog",1
404,"Djuptjärnen",7288790.00,639592.00,3537055.00,8,5,1,2,1,"Djuptjärnen_3537055_1","Arjeplog",1
405,"Djuptjärnen",7328403.00,631639.00,3537056.00,8,5,1,2,1,"Djuptjärnen_3537056_1","Arjeplog",1
406,"Tjiegŋalis",7377438.00,575025.00,3537134.00,8,2,1,2,1,"Tjiegŋalis_3537134_1","Arjeplog",1
407,"Djupträsk",7377488.00,575033.00,3537134.00,8,5,1,2,1,"Djupträsk_3537134_1","Arjeplog",1
408,"Djupviken",7297992.00,647690.00,3537455.00,6,5,1,2,1,"Djupviken_3537455_1","Arjeplog",1
409,"Djupvikholmen",7294684.00,652599.00,3537481.00,5,5,1,2,1,"Djupvikholmen_3537481_1","Arjeplog",1
410,"Domsaselet",7302201.00,629054.00,3539060.00,8,5,1,2,1,"Domsaselet_3539060_1","Arjeplog",1
411,"Duolbakgielas",7360749.00,566372.00,3542396.00,5,2,1,2,1,"Duolbakgielas_3542396_1","Arjeplog",1
412,"Dväljan",7298839.00,640608.00,3543037.00,8,5,1,2,1,"Dväljan_3543037_1","Arjeplog",1
413,"Dålljargŋa",7298757.00,640613.00,3543037.00,8,7,1,2,1,"Dålljargŋa_3543037_1","Arjeplog",1
414,"Dväljan",7300865.00,640449.00,3543038.00,8,5,1,2,1,"Dväljan_3543038_1","Arjeplog",1
415,"Dålljargŋa",7300786.00,640449.00,3543038.00,8,7,1,2,1,"Dålljargŋa_3543038_1","Arjeplog",1
416,"Dväljanvare",7303028.00,640815.00,3543039.00,5,5,1,2,1,"Dväljanvare_3543039_1","Arjeplog",1
417,"Dålljargŋvárrie",7303306.00,641227.00,3543039.00,5,7,1,2,1,"Dålljargŋvárrie_3543039_1","Arjeplog",1
418,"Dåktok",7328272.00,614173.00,3544014.00,5,7,1,2,1,"Dåktok_3544014_1","Arjeplog",1
419,"Dåriestjuvvielgejávrátje",7319655.00,613114.00,3544111.00,8,7,1,2,1,"Dåriestjuvvielgejávrátje_3544111_1","Arjeplog",1
420,"Däbmukjávrátja",7365778.00,584184.00,3544173.00,8,2,1,2,1,"Däbmukjávrátja_3544173_1","Arjeplog",1
421,"Dödholmen",7365406.00,625307.00,3544584.00,5,5,1,2,1,"Dödholmen_3544584_1","Arjeplog",1
422,"Dödholmen",7309308.00,655124.00,3544714.00,5,5,1,2,1,"Dödholmen_3544714_1","Arjeplog",1
423,"Dövelmyran",7286364.00,629225.00,3544978.00,4,5,1,2,1,"Dövelmyran_3544978_1","Arjeplog",1
424,"Enberget",7283678.00,648661.00,3554191.00,1,5,1,2,1,"Enberget_3554191_1","Arjeplog",1
425,"Erikholmen",7342353.00,619469.00,3556488.00,5,5,1,2,1,"Erikholmen_3556488_1","Arjeplog",1
426,"Eriksholm",7296217.00,625009.00,3557414.00,1,5,1,2,1,"Eriksholm_3557414_1","Arjeplog",1
427,"Erikslund",7328649.00,636677.00,3557705.00,1,5,1,2,1,"Erikslund_3557705_1","Arjeplog",1
428,"Iessmejávrre",7355298.00,596708.00,3558963.00,1,2,1,2,1,"Iessmejávrre_3558963_1","Arjeplog",1
429,"Esmejaur",7355341.00,596681.00,3558963.00,1,5,1,2,1,"Esmejaur_3558963_1","Arjeplog",1
430,"Fábmovárre",7352514.00,602190.00,3559589.00,5,2,1,2,1,"Fábmovárre_3559589_1","Arjeplog",1
431,"Fabmoberget",7353275.00,601994.00,3559589.00,5,5,1,2,1,"Fabmoberget_3559589_1","Arjeplog",1
432,"Fambarviken",7284992.00,643143.00,3562455.00,6,5,1,2,1,"Fambarviken_3562455_1","Arjeplog",1
433,"Fastoudden",7290295.00,654077.00,3563457.00,5,5,1,2,1,"Fastoudden_3563457_1","Arjeplog",1
434,"Fástuonjuönies",7290241.00,654073.00,3563457.00,5,7,1,2,1,"Fástuonjuönies_3563457_1","Arjeplog",1
435,"Fastoviken",7290696.00,654006.00,3563458.00,6,5,1,2,1,"Fastoviken_3563458_1","Arjeplog",1
436,"Fástuoluoktta",7290643.00,654004.00,3563458.00,6,7,1,2,1,"Fástuoluoktta_3563458_1","Arjeplog",1
437,"Fávanjuonne",7332379.00,607936.00,3563626.00,5,2,1,2,1,"Fávanjuonne_3563626_1","Arjeplog",1
438,"Fiskriktjärnen",7289849.00,639505.00,3568222.00,8,5,1,2,1,"Fiskriktjärnen_3568222_1","Arjeplog",1
439,"Fjällfors",7359478.00,563995.00,3569145.00,1,5,1,2,1,"Fjällfors_3569145_1","Arjeplog",1
440,"Måskienåjvvie",7284133.00,624276.00,3569307.00,5,7,18,2,1,"Måskienåjvvie_3569307_18","Sorsele",18
